,Name,운영체제(OS),CPU,램,그래픽,저장장치,파워,무게(kg),PD충전,CPU_Score,GPU_Score,inch,ppi,Screen_Brightness,Screen_Refresh_Rate,Manufacturer,Value_Point,Value_for_Money_Point,Price_won,Launch_Date_CPU,inch_per_kg
888,MSI Stealth 17 Studio A13VF-i9 4K,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.140276072941241,319.80604546568964,1920000.0,2023.01,6.178571428571429
889,MSI Stealth 17 Studio A13VF-i9 4K 32GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.138302840271371,295.85604312168016,2074760.0,2023.01,6.178571428571429
890,MSI Stealth 17 Studio A13VF-i9 4K 64GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.267335098335887,286.3431227109486,2188750.0,2023.01,6.178571428571429
891,MSI Stealth 17 Studio A13VF-i9 4K WIN11,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.073786711239113,319.67466730030753,1989990.0,2023.01,6.178571428571429
892,MSI Stealth 17 Studio A13VF-i9 4K WIN11 32GB램,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.138302840271371,303.12756311247813,2114990.0,2023.01,6.178571428571429
893,MSI Stealth 17 Studio A13VF-i9 4K WIN11 64GB램,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,500.0,120.0,MSI,6.267335098335887,288.9637649654612,2258900.0,2023.01,6.178571428571429
894,MSI Stealth 17 Studio A13VG QHD,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.123837348571049,275.0555762024366,2226400.0,2023.01,6.178571428571429
895,MSI Stealth 17 Studio A13VG QHD 32GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.3213322010075625,259.19846650022805,2438800.0,2023.01,6.178571428571429
896,MSI Stealth 17 Studio A13VG QHD 64GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.317385735667823,235.72422791382888,2679990.0,2023.01,6.178571428571429
897,MSI Stealth 17 Studio A13VG QHD WIN11,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.123837348571049,260.42702612721666,2441460.0,2023.01,6.178571428571429
898,MSI Stealth 17 Studio A13VG QHD WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.3213322010075625,268.09161546323264,2447900.0,2023.01,6.178571428571429
899,MSI Stealth 17 Studio A13VG QHD WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.317385735667823,261.86054862871805,2502500.0,2023.01,6.178571428571429
900,MSI Stealth 17 Studio A13VG-i9 QHD,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.14045337790578,229.98469545779227,2669940.0,2023.01,6.178571428571429
901,MSI Stealth 17 Studio A13VG-i9 QHD 32GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.204969506938037,225.85782742040476,2747290.0,2023.01,6.178571428571429
902,MSI Stealth 17 Studio A13VG-i9 QHD 64GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.466980488406809,204.09454236881697,3168620.0,2023.01,6.178571428571429
903,MSI Stealth 17 Studio A13VG-i9 QHD WIN11,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.14045337790578,219.2635352351117,2890490.0,2023.01,6.178571428571429
904,MSI Stealth 17 Studio A13VG-i9 QHD WIN11 32GB램,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.204969506938037,230.35459215112655,2783660.0,2023.01,6.178571428571429
905,MSI Stealth 17 Studio A13VG-i9 QHD WIN11 64GB램,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,300.0,240.0,MSI,6.3340017650025535,197.38487749933165,3298960.0,2023.01,6.178571428571429
906,MSI Stealth 17 Studio A13VH QHD,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.257170681904382,215.8389334910101,2899000.0,2023.01,6.178571428571429
907,MSI Stealth 17 Studio A13VH QHD 32GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.321686810936641,203.79455803973065,3101990.0,2023.01,6.178571428571429
908,MSI Stealth 17 Studio A13VH QHD 64GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.450719069001157,188.5342748962054,3421510.0,2023.01,6.178571428571429
909,MSI Stealth 17 Studio A13VH QHD WIN11,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 16GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.257170681904382,204.80597419797857,3145170.0,2023.01,6.178571428571429
910,MSI Stealth 17 Studio A13VH QHD WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.321686810936641,202.3075730188794,3214790.0,2023.01,6.178571428571429
911,MSI Stealth 17 Studio A13VH QHD WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,500.0,240.0,MSI,6.450719069001157,188.827877518556,3506190.0,2023.01,6.178571428571429
912,MSI Stealth 17 Studio A13VH-i9 4K Mini LED W11,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.578125535306832,200.5526077837449,3370000.0,2023.01,6.178571428571429
913,MSI Stealth 17 Studio A13VH-i9 4K Mini LED W11 64GB램,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 105W / VRAM:12GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.640668431669221,188.67732979322085,3609590.0,2023.01,6.178571428571429
914,MSI Stealth 17 Studio A13VI 4K Mini LED W11,윈도우11홈,인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 105W / VRAM:16GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.495020144269975,182.77039506619883,3643650.0,2023.01,6.178571428571429
915,MSI Stealth 17 Studio A13VI 4K Mini LED W11 64GB램,윈도우11홈,인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 105W / VRAM:16GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,28708.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.62405240233449,162.9617373181515,4154790.0,2023.01,6.178571428571429
916,MSI Stealth 17 Studio A13VI-i9 4K Mini LED W11,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 105W / VRAM:16GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.578125535306832,164.4531383826708,4090000.0,2023.01,6.178571428571429
917,MSI Stealth 17 Studio A13VI-i9 4K Mini LED W11 64GB램,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 105W / VRAM:16GB / MUX 스위치,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 240W / 충전단자: 전용포트,2.8,USB-PD,30294.0,1445.0,17.3,127.0,1000.0,144.0,MSI,6.640668431669221,123.20372452767484,5479990.0,2023.01,6.178571428571429
918,MSI Stealth 17M A12UE,미포함(프리도스),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.584904310696373,398.4720323275428,1401580.0,2022.01,7.863636363636363
919,MSI Stealth 17M A12UE 32GB램,미포함(프리도스),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.649420439728631,323.0049078757608,1749020.0,2022.01,7.863636363636363
920,MSI Stealth 17M A12UE 64GB램,미포함(프리도스),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.778452697793147,292.9120976597836,1972760.0,2022.01,7.863636363636363
921,MSI Stealth 17M A12UE WIN11,윈도우11(설치),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.64979792771765,340.55032053366745,1749020.0,2022.01,7.863636363636363
922,MSI Stealth 17M A12UE WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.649420439728631,315.6894436997364,1879550.0,2022.01,7.863636363636363
923,MSI Stealth 17M A12UE WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-12세대 / i7-1280P (1.8GHz) / 14코어(6P+8E),DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 65Wh / 어댑터: 180W / 충전단자: DC,2.2,,20420.0,1445.0,17.3,127.0,250.0,144.0,MSI,5.778452697793147,322.4798925035799,1881880.0,2022.01,7.863636363636363
924,MSI 모던시리즈 모던 14 C13M-i5,미포함(프리도스),인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,18087.0,1102.0,14.0,157.0,300.0,60.0,MSI,5.64440498044743,717.6337813493992,786530.0,2023.01,10.0
925,MSI 모던시리즈 모던 14 C13M-i5 WIN11,윈도우11(설치),인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,18087.0,1102.0,14.0,157.0,300.0,60.0,MSI,5.64440498044743,752.5873307263239,840000.0,2023.01,10.0
926,MSI 모던시리즈 모던 14 C13M-i7,미포함(프리도스),인텔 / 코어i7-13세대 / i7-1355U (1.7GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,15424.0,1445.0,14.0,157.0,300.0,60.0,MSI,5.808331762122483,551.4832382714421,1053220.0,2023.01,10.0
927,MSI 모던시리즈 모던 14 C13M-i7 WIN11,윈도우11(설치),인텔 / 코어i7-13세대 / i7-1355U (1.7GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,15424.0,1445.0,14.0,157.0,300.0,60.0,MSI,5.808331762122483,597.4973780870974,1062110.0,2023.01,10.0
928,MSI 모던시리즈 모던 14 C7M-R5,미포함(프리도스),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,1127.5236128799438,498990.0,2023.01,10.0
929,MSI 모던시리즈 모던 14 C7M-R5 WIN10,윈도우10(설치),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,1002.9109388598072,650990.0,2023.01,10.0
930,MSI 모던시리즈 모던 14 C7M-R5 WIN11,윈도우11(설치),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,1172.766514343109,569740.0,2023.01,10.0
931,MSI 모던시리즈 모던 14 C7M-R5 어반 실버,미포함(프리도스),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,1041.8944585017837,540000.0,2023.01,10.0
932,MSI 모던시리즈 모던 14 C7M-R5 어반 실버 WIN10,윈도우10(설치),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,1022.9509228926604,640000.0,2023.01,10.0
933,MSI 모던시리즈 모던 14 C7M-R5 어반 실버 WIN11,윈도우11(설치),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,16254.0,1137.0,14.0,157.0,300.0,60.0,MSI,5.626230075909632,970.0396682602814,670000.0,2023.01,10.0
934,MSI 모던시리즈 모던 14 C7M-R7,미포함(프리도스),AMD / 라이젠7(Zen3) / 7730U (2.0Hz) / 옥타(8)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,18931.0,1299.0,14.0,157.0,300.0,60.0,MSI,5.659038358068576,991.2486176333116,570900.0,2023.01,10.0
935,MSI 모던시리즈 모던 14 C7M-R7 WIN11,윈도우11(설치),AMD / 라이젠7(Zen3) / 7730U (2.0Hz) / 옥타(8)코어,DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.4,USB-PD,18931.0,1299.0,14.0,157.0,300.0,60.0,MSI,5.659038358068576,977.4151711749242,668980.0,2023.01,10.0
936,MSI 모던시리즈 모던 15 B12M-i5,미포함(프리도스),인텔 / 코어i5-12세대 / i5-1235U (1.3GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 8GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.7,USB-PD,13650.0,1102.0,15.6,141.0,250.0,60.0,MSI,5.356136442234148,975.6346094162276,548990.0,2022.01,9.176470588235293
937,MSI 모던시리즈 모던 15 B12M-i5 16GB램,미포함(프리도스),인텔 / 코어i5-12세대 / i5-1235U (1.3GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 16GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.7,USB-PD,13650.0,1102.0,15.6,141.0,250.0,60.0,MSI,5.4371590915134895,799.582219340219,680000.0,2022.01,9.176470588235293
938,MSI 모던시리즈 모던 15 B12M-i5 24GB램,미포함(프리도스),인텔 / 코어i5-12세대 / i5-1235U (1.3GHz) / 10코어(2P+8E),DR4(온보드) / 램 용량: 24GB / 3200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 39.3Wh / 어댑터: 65W / 충전단자: DC,1.7,USB-PD,13650.0,1102.0,15.6,141.0,250.0,60.0,MSI,5.404523539008342,783.2642810157017,690000.0,2022.01,9.176470588235293
