,No,Name,운영체제(OS),CPU,CPU_Launch_Date,램,그래픽,저장장치,파워,inch,무게(kg),inch_per_kg,PD충전,CPU_Score,GPU_Score,ppi,Screen_Brightness,Screen_Refresh_Rate,Display_Point,Manufacturer,Value_Point,Value_for_Money_Point,Price_won
56,19584542,HP 15-fd0096TU,윈도우11홈,인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),2023.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.6,9.75,,18087,1102,141,300,60,5.583747927,HP,5.946929354,815.7653434,819000
57,19566011,HP 15-fd0097TU,미포함(프리도스),인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),2023.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.6,9.75,,18087,1102,141,300,60,5.583747927,HP,5.946929354,850.7767316,699000
58,19645259,HP 15-fd0097TU WIN11,윈도우11(설치),인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),2023.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.6,9.75,,18087,1102,141,300,60,5.583747927,HP,5.946929354,958.5946281,710380
59,19638494,HP 15-fd0101TU,미포함(프리도스),인텔 / 코어i3-13세대 / i3-1315U (1.2GHz) / 헥사코어(2P+4E),2023.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,내장그래픽 / UHD Graphics,M.2(NVMe) / 256GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.6,9.75,,12922,595,141,250,60,5.472636816,HP,5.779238039,1246.922853,463480
60,20050154,HP 250 G10 820X0PA 32GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-1355U (1.7GHz) / 10코어(2P+8E),2023.01,DR4 / 램 용량: 32GB / 램 교체: 가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.52,10.26315789,,15424,1445,141,250,60,5.472636816,HP,6.047346948,589.0196505,1026680
61,17828519,HP 250 G9 6N224PC,미포함(프리도스),인텔 / 코어i7-12세대 / i7-1255U (1.7GHz) / 10코어(2P+8E),2022.01,DR4 / 램 용량: 8GB / 램 교체: 가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.74,8.965517241,,13884,1445,141,250,60,5.472636816,HP,5.777544831,814.886436,709000
62,21647804,HP 255 G10 8L8J5PA,미포함(프리도스),AMD / 라이젠5(Zen2) / 7520U (2.8GHz) / 쿼드(4)코어,2023.01,PDDR5(온보드) / 램 용량: 8GB / 5500MHz / 램 교체: 불가능,내장그래픽 / Radeon 610M,M.2(NVMe) / 256GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.52,10.26315789,,9699,537,141,250,60,5.472636816,HP,5.767798657,994.4480442,580000
63,20008901,HP Nero 15-fc0065AU WIN11,윈도우11(설치),AMD / 라이젠5(Zen3) / 7530U (2.0Hz) / 헥사(6)코어,2023.01,DR4 / 램 용량: 16GB / 3200MHz,내장그래픽 / Radeon Graphics,M.2(NVMe) / 512GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.59,9.811320755,,16254,1137,141,300,60,5.583747927,HP,5.898561029,1325.54912,534990
64,19281662,HP Nero 15-fc0076AU,미포함(프리도스),AMD / 라이젠3(Zen2) / 7320U (2.4GHz) / 쿼드(4)코어,2023.01,DR5(온보드) / 램 용량: 8GB / 5500MHz / 램 교체: 불가능,내장그래픽 / Radeon 610M,M.2(NVMe) / 256GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.59,9.811320755,,9218,537,141,250,60,5.472636816,HP,5.741582381,1403.844197,408990
65,19474943,HP Nero 15-fc0076AU WIN11,윈도우11(설치),AMD / 라이젠3(Zen2) / 7320U (2.4GHz) / 쿼드(4)코어,2023.01,DR5(온보드) / 램 용량: 8GB / 5500MHz / 램 교체: 불가능,내장그래픽 / Radeon 610M,M.2(NVMe) / 256GB,배터리: 41Wh / 어댑터: 45W / 충전단자: DC,15.6,1.59,9.811320755,,9218,537,141,250,60,5.472636816,HP,5.741582381,1605.049307,447720
66,28926938,HP Z북 Power G10 A 7E6L8AV 32GB램,윈도우11프로,AMD / 라이젠7(Zen4) / 7840HS (3.8Hz) / 옥타(8)코어,2023.05,DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX 2000 Ada / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 150W / 충전단자: DC / 최대16시간,15.6,1.96,7.959183673,USB-PD,24729,8433,141,400,60,5.805970149,HP,6.670453479,231.907684,2966340
67,29309867,HP Z북 Power G10 A 7E6L8AV 64GB램,윈도우11프로,AMD / 라이젠7(Zen4) / 7840HS (3.8Hz) / 옥타(8)코어,2023.05,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX 2000 Ada / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 150W / 충전단자: DC / 최대16시간,15.6,1.96,7.959183673,USB-PD,24729,8433,141,400,60,5.805970149,HP,6.799485737,216.3057821,3233460
68,28925276,HP Z북 Power G10 A 7E6M0AV 32GB램,윈도우11프로,AMD / 라이젠9(Zen4) / 7940HS (4.0Hz) / 옥타(8)코어,2023.05,DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX 2000 Ada / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 150W / 충전단자: DC / 최대16시간,15.6,1.96,7.959183673,USB-PD,28435,8433,141,400,60,5.805970149,HP,6.709298811,213.7005208,3229580
69,29307383,HP Z북 Power G10 A 7E6M0AV 64GB램,윈도우11프로,AMD / 라이젠9(Zen4) / 7940HS (4.0Hz) / 옥타(8)코어,2023.05,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX 2000 Ada / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 150W / 충전단자: DC / 최대16시간,15.6,1.96,7.959183673,USB-PD,28435,8433,141,400,60,5.805970149,HP,6.838331069,201.6766567,3480740
70,28865672,HP Z북 Studio G10 7L006AV 64GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900HK (2.6GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / VRAM:12GB,M.2(NVMe) / 2TB,배터리: 86Wh / 어댑터: 200W / 충전단자: DC,16,1.73,9.248554913,USB-PD,32988,16009,138,400,60,5.731343284,HP,7.299365863,129.868321,5620590
71,28865696,HP Z북 Studio G10 7L006AV WIN11,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900HK (2.6GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4080 / VRAM:12GB,M.2(NVMe) / 1TB,배터리: 86Wh / 어댑터: 200W / 충전단자: DC,16,1.73,9.248554913,USB-PD,32988,16009,138,400,60,5.731343284,HP,7.041201374,138.7488989,5164780
72,28865738,HP Z북 Studio G10 7L006AV WIN11 64GB램,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900HK (2.6GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / VRAM:12GB,M.2(NVMe) / 2TB,배터리: 86Wh / 어댑터: 200W / 충전단자: DC,16,1.73,9.248554913,USB-PD,32988,16009,138,400,60,5.731343284,HP,7.299365863,129.32897,5734030
73,20624234,HP 빅터스 15-fa1108TX,미포함(프리도스),인텔 / 코어i5-12세대 / i5-12500H (2.5GHz) / 12코어(4P+8E),2022.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX4050 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 70Wh / 어댑터: 200W / 충전단자: DC,15.6,2.29,6.812227074,,21685,6051,141,250,144,5.939303483,HP,6.325680032,531.5697506,1190000
74,28921418,HP 빅터스 15-fa1108TX WIN11 32GB램,윈도우11(설치),인텔 / 코어i5-12세대 / i5-12500H (2.5GHz) / 12코어(4P+8E),2022.01,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX4050 / TGP: 75W / VRAM:6GB,M.2(NVMe) / 512GB,배터리: 70Wh / 어댑터: 200W / 충전단자: DC,15.6,2.29,6.812227074,,21685,6051,141,250,144,5.939303483,HP,6.390196161,323.4395992,2065700
75,20124416,HP 빅터스 16-r0087TX WIN11,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13700HX (2.1GHz) / 16코어(8P+8E),2023.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 120W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 512GB,배터리: 70Wh / 어댑터: 200W / 충전단자: DC,16.1,2.31,6.96969697,USB-PD,34511,9755,137,300,165,6.067578773,HP,6.61486451,299.4506342,2299000
76,20402765,HP 빅터스 16-r0090TX,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700HX (2.1GHz) / 16코어(8P+8E),2023.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 120W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 512GB,배터리: 70Wh / 어댑터: 200W / 충전단자: DC,16.1,2.31,6.96969697,USB-PD,34511,6982,137,300,165,6.067578773,HP,6.596365371,413.3475393,1595840
77,20015240,HP 오멘 16 슬림 u0038TX,윈도우11홈,인텔 / 코어i7-13세대 / i7-13700HX (2.1GHz) / 16코어(8P+8E),2023.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 130W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 1개,배터리: 70Wh / 어댑터: 230W / 충전단자: DC,16,2.09,7.655502392,,34511,6982,138,400,240,6.731343284,HP,6.892149926,312.0031655,2299000
78,19501838,HP 오멘 16-n0094AX,윈도우11홈,AMD / 라이젠7-5세대 / 6800H (3.2GHz) / 옥타(8)코어,2022.02,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 512GB,배터리: 83Wh / 어댑터: 280W / 충전단자: DC,16.1,2.35,6.85106383,USB-PD,22624,8599,137,300,165,6.067578773,HP,6.552289013,407.48066,1698000
79,20693579,HP 오멘 16-wf0072TX,윈도우11홈,인텔 / 코어i7-13세대 / i7-13700HX (2.1GHz) / 16코어(8P+8E),2023.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 140W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 280W / 충전단자: DC,16.1,2.37,6.793248945,,34511,9755,137,300,240,6.484245439,HP,6.96069074,293.7000312,2460000
80,20693723,HP 오멘 16-wf0073TX,윈도우11홈,인텔 / 코어i7-13세대 / i7-13700HX (2.1GHz) / 16코어(8P+8E),2023.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 140W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 280W / 충전단자: DC,16.1,2.37,6.793248945,,34511,6982,137,300,240,6.484245439,HP,6.879175072,327.5797653,2190000
81,28560995,HP 오멘 16-wf0156TX,윈도우11홈,인텔 / 코어i5-13세대 / i5-13500HX (2.5GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 140W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 280W / 충전단자: DC,16.1,2.35,6.85106383,,28115,6982,137,300,240,6.484245439,HP,6.751826722,379.9693137,1866940
82,29339291,HP 오멘 16-wf0156TX 64GB램,윈도우11홈,인텔 / 코어i5-13세대 / i5-13500HX (2.5GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 64GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 140W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 83Wh / 어댑터: 280W / 충전단자: DC,16.1,2.35,6.85106383,,28115,6982,137,300,240,6.484245439,HP,6.88085898,290.81138,2456090
83,21647261,HP 오멘 16-xf0052AX,윈도우11홈,AMD / 라이젠7(Zen4) / 7840HS (3.8Hz) / 옥타(8)코어,2023.05,DR5 / 램 용량: 16GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 83Wh / 충전단자: DC,16.1,2.4,6.708333333,USB-PD,24729,6982,137,300,240,6.484245439,HP,6.645130603,369.379133,1889000
84,29117603,HP 파빌리온 14-ec0030AU WIN11,윈도우11(설치),AMD / 라이젠3-4세대 / 5300U (2.6GHz) / 쿼드(4)코어,2021.01,DR4 / 램 용량: 8GB / 3200MHz,내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 43Wh / 어댑터: 65W / 충전단자: DC,14,1.41,9.929078014,USB-PD,9720,731,157,250,60,5.870646766,HP,5.893093552,819.6463812,808980
85,28858622,HP 파빌리온 플러스 14-ew0018TU,윈도우11홈,인텔 / 코어i5-13세대 / i5-1335U (1.3GHz) / 10코어(2P+8E),2023.01,PDDR5x(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 51Wh / 어댑터: 65W / 충전단자: 타입C,14,1.45,9.655172414,USB-PD,18087,1102,157,300,120,6.315091211,HP,6.240013409,618.4354221,1099000
86,28858829,HP 파빌리온 플러스 14-ew0019TU,윈도우11홈,인텔 / 코어i7-13세대 / i7-1355U (1.7GHz) / 10코어(2P+8E),2023.01,PDDR5x(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB,배터리: 68Wh / 어댑터: 65W / 충전단자: 타입C,14,1.449,9.661835749,USB-PD,15424,1445,157,400,120,6.537313433,HP,6.421974863,531.1807166,1299000
87,16700255,LG전자 2022 그램14 14ZD95P-GX56K WIN11,윈도우11(설치),인텔 / 코어i5-11세대 / i5-1155G7 (2.5GHz) / 쿼드(4)코어,2021.06,PDDR4x(온보드) / 램 용량: 16GB / 4266MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,10345,1102,162,250,60,5.995024876,LG,6.598118016,571.76066,1244000
88,16781837,LG전자 2022 그램15(12세대) 15ZD90Q-GX76K,미포함(프리도스),인텔 / 코어i7-12세대 / i7-1260P (2.1GHz) / 12코어(4P+8E),2022.01,PDDR5(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,15.6,1.14,13.68421053,USB-PD,17282,1445,141,350,60,5.694859038,LG,6.637907334,485.2271443,1368000
89,18631613,LG전자 2022 그램15(12세대) 15ZD95Q-GX56K WIN11,윈도우11(설치),인텔 / 코어i5-12세대 / i5-1235U (1.3GHz) / 10코어(2P+8E),2022.01,PDDR4x(온보드) / 램 용량: 16GB / 4266MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,15.6,1.14,13.68421053,USB-PD,13650,1102,141,350,60,5.694859038,LG,6.589754754,633.6302648,1130000
90,16633379,LG전자 2022 그램16(12세대) 16Z90Q-GA5WK,윈도우11홈,인텔 / 코어i5-12세대 / i5-1240P (1.7GHz) / 12코어(4P+8E),2022.01,PDDR5(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,16,1.199,13.34445371,USB-PD,17339,1102,138,350,60,5.620232172,LG,6.590111727,558.7492138,1269440
91,16633415,LG전자 2022 그램16(12세대) 16Z90Q-GA76K,윈도우11홈,인텔 / 코어i7-12세대 / i7-1260P (2.1GHz) / 12코어(4P+8E),2022.01,PDDR5(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,16,1.199,13.34445371,USB-PD,17282,1445,138,350,60,5.620232172,LG,6.632655016,412.2247507,1698990
92,19259354,LG전자 2022 그램16(12세대) 16Z90Q-GP79ML,윈도우11프로,인텔 / 코어i7-12세대 / i7-1260P (2.1GHz) / 12코어(4P+8E),2022.01,PDDR5(온보드) / 램 용량: 32GB / 5200MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,16,1.199,13.34445371,USB-PD,17282,1445,189,250,60,6.666666667,LG,7.011101494,320.4357192,2277990
93,17716790,LG전자 2022 그램16(12세대) 16ZD90Q-GX36K,미포함(프리도스),인텔 / 코어i3-12세대 / i3-1220P (1.5GHz) / 10코어(2P+8E),2022.01,PDDR5(온보드) / 램 용량: 16GB / 5200MHz / 램 교체: 불가능,내장그래픽 / UHD Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,16,1.199,13.34445371,USB-PD,14376,308,138,350,60,5.620232172,LG,6.535713745,611.4200745,1068940
94,18634244,LG전자 2022 그램16(12세대) 16ZD95Q-GX56K WIN11,윈도우11(설치),인텔 / 코어i5-12세대 / i5-1235U (1.3GHz) / 10코어(2P+8E),2022.01,PDDR4x(온보드) / 램 용량: 16GB / 4266MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,16,1.199,13.34445371,USB-PD,13650,1102,138,350,60,5.620232172,LG,6.58295285,592.2051862,1201600
95,28060700,LG전자 2022 울트라기어 17U70Q-PD7DK,윈도우11홈,인텔 / 코어i7-12세대 / i7-1260P (2.1GHz) / 12코어(4P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 120W / 충전단자: DC,17,1.95,8.717948718,,17282,1445,130,350,60,5.421227197,LG,6.420656579,358.3775629,1881590
96,27505007,LG전자 2022 울트라기어 17U70Q-PP5GL,윈도우11프로,인텔 / 코어i5-12세대 / i5-1240P (1.7GHz) / 12코어(4P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 150W / 충전단자: DC,17,1.95,8.717948718,,17339,1102,130,350,60,5.421227197,LG,6.346655012,412.1204553,1630000
97,27505544,LG전자 2022 울트라기어 17U70Q-PP5GL 32GB램,윈도우11프로,인텔 / 코어i5-12세대 / i5-1240P (1.7GHz) / 12코어(4P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 150W / 충전단자: DC,17,1.95,8.717948718,,17339,1102,130,350,60,5.421227197,LG,6.411171141,386.215129,1750000
98,17661314,LG전자 2022 울트라기어 17UD70Q-PX70K WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-12세대 / i7-1260P (2.1GHz) / 12코어(4P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / VRAM:4GB,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 150W / 충전단자: DC,17,1.95,8.717948718,,17282,1445,130,350,60,5.421227197,LG,6.420656579,342.0774326,1966960
99,18797327,LG전자 2023 그램14 14Z90R-GA50K,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,20640,1102,157,350,60,6.092868988,LG,6.735380772,464.8295909,1539000
100,18797372,LG전자 2023 그램14 14Z90R-GA56K,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,20640,1102,157,350,60,6.092868988,LG,6.831455152,461.7969846,1569320
101,18797252,LG전자 2023 그램14 14Z90R-GR5BK,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 8GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,20640,1102,157,350,60,6.092868988,LG,6.703122707,479.1367196,1489000
102,18797057,LG전자 2023 그램14 14ZD90R-GX56K,미포함(프리도스),인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,20640,1102,157,350,60,6.092868988,LG,6.735380772,526.6953997,1278800
103,18918530,LG전자 2023 그램14 14ZD90R-GX56K WIN11,윈도우11(설치),인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 72Wh / 어댑터: 65W / 충전단자: 타입C,14,0.999,14.01401401,USB-PD,20640,1102,157,350,60,6.092868988,LG,6.735380772,550.5460824,1313400
104,18799163,LG전자 2023 그램15 15Z90R-GA56K,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,15.6,1.14,13.68421053,USB-PD,20640,1102,141,350,60,5.694859038,LG,6.694530387,488.790998,1459610
105,18799199,LG전자 2023 그램15 15Z90R-GA7CK,윈도우11홈,인텔 / 코어i7-13세대 / i7-1360P (2.2GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 어댑터: 65W / 충전단자: 타입C,15.6,1.14,13.68421053,USB-PD,19696,1445,141,350,60,5.694859038,LG,6.696268108,391.8237629,1799000
106,20314058,LG전자 2023 그램15 15Z90RT-GA5CK,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 60Wh / 어댑터: 65W / 충전단자: 타입C,15.6,0.99,15.75757576,USB-PD,20640,1102,141,400,60,5.805970149,LG,6.733344475,405.6256047,1749990
107,19504553,LG전자 2023 그램15 15Z90RT-GA5HK,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 60Wh / 어댑터: 65W / 충전단자: 타입C,15.6,0.99,15.75757576,USB-PD,20640,1102,141,400,60,5.805970149,LG,6.702611004,385.8594985,1827060
108,20400854,LG전자 2023 그램15 15Z90RT-GA5WK,윈도우11홈,인텔 / 코어i5-13세대 / i5-1340P (1.9GHz) / 12코어(4P+8E),2023.01,PDDR5(온보드) / 램 용량: 16GB / 6000MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 60Wh / 어댑터: 65W / 충전단자: 타입C,15.6,0.99,15.75757576,USB-PD,20640,1102,141,400,60,5.805970149,LG,6.670327946,390.0776577,1800000
