,Name,운영체제(OS),CPU,램,그래픽,저장장치,파워,무게(kg),PD충전,CPU_Score,GPU_Score,inch,ppi,Screen_Brightness,Screen_Refresh_Rate,Manufacturer,Value_Point,Value_for_Money_Point,Price_won
431,MSI GF시리즈 Sword GF76 A11SC 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.687788237224963,287.26203218307893,1980000.0
432,MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.425691463031414,390.337515326001,1480000.0
433,MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.445852753353995,365.4934733794627,1580000.0
434,MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.526497914644318,370.90590031169916,1580000.0
435,MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.687788237224963,285.81850438316394,2080000.0
436,MSI GF시리즈 Sword GF76 A11SC 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.425691463031414,420.5962374442956,1290000.0
437,MSI GF시리즈 Sword GF76 A11SC 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.52696977463059,397.6237247935676,1390000.0
438,MSI GF시리즈 Sword GF76 A11SC 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.526497914644318,308.7429002594591,1790000.0
439,MSI GF시리즈 Sword GF76 A11SC 화이트 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.687788237224963,285.81850438316394,1990000.0
440,MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.425691463031414,319.15832135478905,1790000.0
441,MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.445852753353995,388.9894823824282,1490000.0
442,MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.526497914644318,394.7498510460227,1490000.0
443,MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,2877.0,17.3,127.0,250.0,144.0,MSI,5.935128662756878,337.2232194748226,1850000.0
444,MSI GF시리즈 Sword GF76 A11UC 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.460893414939227,423.32507092552146,1290000.0
445,MSI GF시리즈 Sword GF76 A11UC 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.481054705261808,344.7204217145792,1590000.0
446,MSI GF시리즈 Sword GF76 A11UC 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.561699866552131,329.09466665988947,1690000.0
447,MSI GF시리즈 Sword GF76 A11UC 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.722990189132776,319.7201222979205,1790000.0
448,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.460893414939227,364.0595609959485,1590000.0
449,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.481054705261808,528.7633086941489,1126580.0
450,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.561699866552131,509.69591328214693,1181180.0
451,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.722990189132776,307.687644577031,1950000.0
452,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN11,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.460893414939227,210.0343621130472,2690000.0
453,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN11 16GB램,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.481054705261808,210.8097963562234,2690000.0
454,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.561699866552131,213.91153332892813,2690000.0
455,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.722990189132776,220.11500727433756,2690000.0
456,MSI GF시리즈 Sword GF76 A11UC 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.688072550148562,369.3553603992573,1540000.0
457,MSI GF시리즈 Sword GF76 A11UC 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.481054705261808,424.8879616482022,1290000.0
458,MSI GF시리즈 Sword GF76 A11UC 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.642816887828727,317.012184709479,1780000.0
459,MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.460893414939227,287.4154428915383,1990000.0
460,MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.481054705261808,442.02054074692006,1330000.0
461,MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.809040292084046,363.0650182552529,1690000.0
462,MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 2TB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,3835.0,17.3,127.0,250.0,144.0,MSI,5.970330614664691,284.30145784117576,2190000.0
463,MSI GF시리즈 Sword GF76 A11UD 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.483822452507574,344.89449386840084,1590000.0
464,MSI GF시리즈 Sword GF76 A11UD 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.58510076410675,374.8389774568289,1490000.0
465,MSI GF시리즈 Sword GF76 A11UD 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.5846289041204775,330.45141444499865,1690000.0
466,MSI GF시리즈 Sword GF76 A11UD 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.7459192267011225,321.00107411738117,1790000.0
467,MSI GF시리즈 Sword GF76 A11UD 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.483822452507574,365.5881635005049,1590000.0
468,MSI GF시리즈 Sword GF76 A11UD 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.503983742830155,343.99898392688465,1690000.0
469,MSI GF시리즈 Sword GF76 A11UD 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.5846289041204775,310.2571613400265,1890000.0
470,MSI GF시리즈 Sword GF76 A11UD 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.7459192267011225,302.41680140532225,1990000.0
471,MSI GF시리즈 Sword GF76 A11UD 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.483822452507574,344.89449386840084,1590000.0
472,MSI GF시리즈 Sword GF76 A11UD 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.503983742830155,346.1624995490663,1590000.0
473,MSI GF시리즈 Sword GF76 A11UD 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.5846289041204775,311.99044157097643,1790000.0
474,MSI GF시리즈 Sword GF76 A11UD 화이트 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.7459192267011225,304.0168903016467,1890000.0
475,MSI GF시리즈 Sword GF76 A11UD 화이트 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.483822452507574,342.73890328172337,1690000.0
476,MSI GF시리즈 Sword GF76 A11UD 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.503983742830155,343.99898392688465,1690000.0
477,MSI GF시리즈 Sword GF76 A11UD 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.5846289041204775,328.5075825953222,1790000.0
478,MSI GF시리즈 Sword GF76 A11UD 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.6,,20824.0,4459.0,17.3,127.0,250.0,144.0,MSI,5.7459192267011225,287.2959613350561,2090000.0
479,MSI GF시리즈 Sword GF76 A11UE 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.586219617955089,415.6444332141674,1343990.0
480,MSI GF시리즈 Sword GF76 A11UE 블랙 24GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 24GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.62654219860025,314.3319664022486,1790000.0
481,MSI GF시리즈 Sword GF76 A11UE 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.666864779245411,398.68191777440626,1421400.0
482,MSI GF시리즈 Sword GF76 A11UE 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.828155101826057,346.9139941563129,1680000.0
483,MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.586219617955089,349.138726122193,1690000.0
484,MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10 24GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 24GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 85W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 53.5Wh / 어댑터: 180W / 충전단자: DC,2.6,,20824.0,6697.0,17.3,127.0,250.0,144.0,MSI,5.62654219860025,351.6588874125156,1690000.0
